BathroomCount,BedroomCount,ConstructionYear,District,Fireplace,Garden,GardenArea,Kitchen,LivingArea,Locality,MonthlyCharges,NumberOfFacades,PEB,PostalCode,Price,PropertyId,Province,Region,RoomCount,ShowerCount,StateOfBuilding,SubtypeOfProperty,SurfaceOfPlot,SwimmingPool,Terrace,ToiletCount,TypeOfSale
1,2,2002,Maaseik,0,0,127,INSTALLED,228,Pelt,0,4,D,3910,1050,11200687,Limburg,Flanders,5,0,GOOD,house,0,0,0,2,residential_monthly_rent
1,3,1974,Brugge,0,0,127,HYPER_EQUIPPED,158,Knokke-Zoute,0,2,E,8300,1650,11320493,West Flanders,Flanders,13,0,GOOD,house,270,0,0,2,residential_monthly_rent
1,1,1960,Brussels,0,0,127,HYPER_EQUIPPED,54,Woluwe-Saint-Pierre - Sint-Pieters-Woluwe,150,4,D,1150,975,11320491,Brussels,Brussels,1,1,JUST_RENOVATED,apartment,333,0,1,1,residential_monthly_rent
0,4,2002,Namur,0,0,127,USA_HYPER_EQUIPPED,145,NAMUR,125,3,B,5000,525,11234000,Namur,Wallonie,5,4,JUST_RENOVATED,apartment,333,0,0,5,residential_monthly_rent
1,0,2002,Ath,0,0,127,INSTALLED,360,Ladeuze,75,1,B,7950,950,11233480,Hainaut,Wallonie,5,0,GOOD,loft,333,0,0,1,residential_monthly_rent
1,2,2002,Charleroi,0,0,127,INSTALLED,75,Charleroi,0,3,B,6042,825,11289066,Hainaut,Wallonie,4,0,AS_NEW,duplex,333,0,0,1,residential_monthly_rent
1,2,2002,Nivelles,0,0,127,INSTALLED,120,Nivelles,110,3,B,1400,990,11289024,Walloon Brabant,Wallonie,5,0,GOOD,apartment,333,0,1,1,residential_monthly_rent
2,3,2002,Brugge,0,0,127,INSTALLED,120,Knokke-Heist,75,3,A+,8300,1495,11289012,West Flanders,Flanders,1,0,GOOD,apartment,333,0,0,2,residential_monthly_rent
1,2,2002,Brussels,0,0,127,INSTALLED,105,Laken,40,3,E,1020,1150,11200472,Brussels,Brussels,5,0,GOOD,apartment,333,0,0,0,residential_monthly_rent
1,4,2002,Antwerp,0,0,127,INSTALLED,127,Antwerpen,0,2,B,2018,2000,11200239,Antwerp,Flanders,5,0,GOOD,house,57,0,0,2,residential_monthly_rent
1,1,2002,Antwerp,0,0,127,INSTALLED,25,ANTWERPEN,50,2,C,2060,530,11320145,Antwerp,Flanders,5,1,GOOD,flat_studio,333,0,0,1,residential_monthly_rent
0,0,2002,Brugge,0,0,127,INSTALLED,120,Knokke,75,3,A,8300,1075,11320161,West Flanders,Flanders,1,0,GOOD,apartment,333,0,0,0,residential_monthly_rent
1,2,2023,Liège,0,0,127,INSTALLED,89,Comblain-au-Pont,100,3,B,4170,875,11320108,Liège,Wallonie,5,0,GOOD,apartment,333,0,1,1,residential_monthly_rent
1,2,2002,Verviers,0,0,127,INSTALLED,60,EYNATTEN,50,3,F,4731,650,11320050,Liège,Wallonie,5,0,GOOD,apartment,333,0,0,0,residential_monthly_rent
0,1,2002,Verviers,0,0,127,INSTALLED,49,EYNATTEN,50,3,G,4731,680,11320049,Liège,Wallonie,5,0,AS_NEW,apartment,333,0,0,0,residential_monthly_rent
0,2,2002,Verviers,0,0,127,INSTALLED,60,EYNATTEN,50,3,G,4731,720,11320051,Liège,Wallonie,5,0,AS_NEW,apartment,333,0,0,0,residential_monthly_rent
1,2,2002,Liège,0,0,127,INSTALLED,170,LIÈGE,175,2,B,4000,990,11319919,Liège,Wallonie,5,1,GOOD,apartment,333,0,1,0,residential_monthly_rent
1,3,2002,Halle-Vilvoorde,0,0,127,INSTALLED,120,WEMMEL,80,2,A+,1780,1850,11319883,Flemish Brabant,Flanders,5,0,GOOD,apartment,333,0,1,2,residential_monthly_rent
2,3,2012,Brugge,0,0,127,HYPER_EQUIPPED,105,Knokke,0,2,B,8300,1820,11319825,West Flanders,Flanders,5,0,AS_NEW,duplex,333,0,1,3,residential_monthly_rent
1,3,1900,Thuin,0,0,127,INSTALLED,134,MORLANWELZ,0,2,D,7140,750,11200014,Hainaut,Wallonie,5,1,GOOD,house,0,0,1,1,residential_monthly_rent
1,0,2002,Leuven,0,0,127,INSTALLED,40,Leuven,140,3,B,3000,830,11199819,Flemish Brabant,Flanders,5,0,AS_NEW,flat_studio,333,0,0,1,residential_monthly_rent
1,2,2002,Gent,0,0,127,INSTALLED,115,Gent,50,3,B,9000,1245,11199815,East Flanders,Flanders,2,0,AS_NEW,apartment,333,0,0,1,residential_monthly_rent
1,2,1910,Liège,0,0,127,SEMI_EQUIPPED,120,Liège,30,2,B,4000,650,11199672,Liège,Wallonie,5,1,GOOD,apartment,333,0,0,1,residential_monthly_rent
1,1,2002,Aalst,0,0,127,SEMI_EQUIPPED,120,Ninove,0,1,C,9400,720,11199635,East Flanders,Flanders,5,0,GOOD,apartment,333,0,0,1,residential_monthly_rent
1,1,2024,Leuven,0,1,50,INSTALLED,50,Leuven,50,2,B,3000,1200,11319687,Flemish Brabant,Flanders,1,0,AS_NEW,house,0,0,0,1,residential_monthly_rent
1,1,2002,Leuven,0,1,120,INSTALLED,120,Leuven,50,1,A++,3000,845,11319686,Flemish Brabant,Flanders,5,0,AS_NEW,duplex,333,0,1,1,residential_monthly_rent
1,1,1930,Brussels,0,1,45,USA_SEMI_EQUIPPED,120,Schaerbeek,120,2,D,1030,1200,11319534,Brussels,Brussels,7,0,GOOD,apartment,333,0,1,1,residential_monthly_rent
1,3,2024,Namur,0,0,127,INSTALLED,120,La Bruyère,0,3,B,5080,1250,11232885,Namur,Wallonie,5,1,AS_NEW,duplex,333,0,1,1,residential_monthly_rent
1,3,2001,Aalst,0,1,1,HYPER_EQUIPPED,220,Sint-Lievens-Houtem,150,3,D,9520,950,11232467,East Flanders,Flanders,5,1,JUST_RENOVATED,ground_floor,333,0,1,2,residential_monthly_rent
1,2,2002,Sint-Niklaas,0,0,127,INSTALLED,74,SINT-NIKLAAS,40,2,B,9100,740,11288587,East Flanders,Flanders,5,0,GOOD,apartment,333,0,0,1,residential_monthly_rent
1,1,2014,Brussels,0,0,127,HYPER_EQUIPPED,47,Saint-Josse-ten-Noode,130,2,B,1210,1250,11288525,Brussels,Brussels,5,0,AS_NEW,apartment,333,0,0,1,residential_monthly_rent
1,2,2002,Gent,0,0,127,INSTALLED,145,Deinze,0,3,B,9850,925,11199560,East Flanders,Flanders,5,0,AS_NEW,apartment,333,0,1,1,residential_monthly_rent
1,1,2002,Gent,0,0,127,INSTALLED,120,Melle,65,3,C,9090,695,11199244,East Flanders,Flanders,5,0,GOOD,flat_studio,333,0,1,1,residential_monthly_rent
1,2,2000,Veurne,0,0,127,INSTALLED,75,Koksijde,0,3,C,8670,920,11199231,West Flanders,Flanders,10,0,GOOD,apartment,333,0,1,1,residential_monthly_rent
2,4,1969,Leuven,0,1,2698,INSTALLED,214,VOSSEM,0,4,E,3080,1990,11319467,Flemish Brabant,Flanders,5,0,GOOD,house,2468,0,1,2,residential_monthly_rent
0,4,2002,Ath,1,0,127,NOT_INSTALLED,184,CORDES,0,4,G,7910,900,11319379,Hainaut,Wallonie,5,1,GOOD,country_cottage,0,0,0,1,residential_monthly_rent
1,1,2002,Soignies,0,0,127,INSTALLED,120,La Louvière,15,3,G,7100,800,11319248,Hainaut,Wallonie,5,1,GOOD,apartment,333,0,0,1,residential_monthly_rent
1,1,2002,Leuven,0,1,1,INSTALLED,120,Leuven,0,3,F,3001,800,11232156,Flemish Brabant,Flanders,5,0,GOOD,apartment,333,0,1,1,residential_monthly_rent
1,2,2024,Brussels,0,0,127,USA_HYPER_EQUIPPED,98,Ixelles,150,2,A,1050,1650,11232123,Brussels,Brussels,5,0,GOOD,apartment,333,0,1,1,residential_monthly_rent
1,2,2002,Charleroi,0,0,127,INSTALLED,120,Charleroi,50,3,B,6000,700,11231376,Hainaut,Wallonie,5,0,GOOD,apartment,333,0,0,1,residential_monthly_rent
4,4,2002,Brussels,0,0,127,INSTALLED,120,Ixelles,0,2,B,1050,2350,11287972,Brussels,Brussels,5,0,AS_NEW,house,50,0,0,1,residential_monthly_rent
1,2,1993,Gent,0,0,127,INSTALLED,100,Aalter,60,3,C,9910,800,11199017,East Flanders,Flanders,1,0,GOOD,apartment,333,0,0,1,residential_monthly_rent
1,1,2024,Antwerp,0,0,127,INSTALLED,50,Kalmthout,50,4,B,2920,850,11198923,Antwerp,Flanders,5,0,GOOD,house,0,0,1,0,residential_monthly_rent
2,2,2002,Antwerp,0,0,127,INSTALLED,227,Antwerpen,200,2,B,2000,2570,11198854,Antwerp,Flanders,5,0,GOOD,apartment,333,0,1,1,residential_monthly_rent
1,3,2020,Brussels,0,0,127,INSTALLED,145,Molenbeek-Saint-Jean,280,3,A,1080,1750,11319131,Brussels,Brussels,5,1,GOOD,apartment,333,0,1,1,residential_monthly_rent
3,4,2007,Brugge,1,0,127,INSTALLED,274,Knokke-Heist,0,4,B,8300,3000,11319063,West Flanders,Flanders,1,0,AS_NEW,house,0,0,1,3,residential_monthly_rent
3,3,2002,Brussels,0,1,20,HYPER_EQUIPPED,200,Ixelles,100,2,C,1050,2450,11319062,Brussels,Brussels,5,2,AS_NEW,apartment,333,0,1,2,residential_monthly_rent
1,2,2002,Verviers,0,0,127,HYPER_EQUIPPED,150,Pepinster,0,2,B,4860,875,11319035,Liège,Wallonie,5,1,AS_NEW,house,76,0,1,1,residential_monthly_rent
1,3,1994,Brussels,0,0,127,INSTALLED,138,Brussel,285,3,D,1000,1900,11318971,Brussels,Brussels,5,1,GOOD,apartment,333,0,1,1,residential_monthly_rent
1,3,1994,Brussels,0,0,127,INSTALLED,139,Brussel,295,3,C,1000,1900,11318967,Brussels,Brussels,5,1,GOOD,apartment,333,0,1,1,residential_monthly_rent
1,2,2002,Mechelen,0,0,127,INSTALLED,120,MECHELEN,95,2,D,2800,1195,11318642,Antwerp,Flanders,5,0,GOOD,apartment,333,0,1,0,residential_monthly_rent
1,2,1960,Liège,0,0,127,INSTALLED,100,LIEGE,0,2,C,4000,870,11230794,Liège,Wallonie,5,0,GOOD,apartment,333,0,1,1,residential_monthly_rent
1,2,1960,Liège,0,0,127,INSTALLED,100,LIEGE,0,2,B,4000,880,11230792,Liège,Wallonie,5,0,GOOD,apartment,333,0,1,1,residential_monthly_rent
1,2,1968,Brussels,0,0,127,HYPER_EQUIPPED,90,Auderghem,200,4,D,1160,1380,11287904,Brussels,Brussels,5,1,AS_NEW,apartment,333,0,1,1,residential_monthly_rent
1,1,2002,Philippeville,0,0,127,USA_HYPER_EQUIPPED,97,Villers-le-Gambon,0,3,G,5600,675,11287863,Namur,Wallonie,6,0,AS_NEW,ground_floor,333,0,0,1,residential_monthly_rent
0,1,1982,Brugge,0,0,127,INSTALLED,55,KNOKKE,0,2,D,8300,785,11287771,West Flanders,Flanders,5,1,GOOD,penthouse,333,0,0,1,residential_monthly_rent
0,1,2002,Namur,0,0,127,INSTALLED,35,SAINT-SERVAIS,130,3,E,5002,470,11287739,Namur,Wallonie,5,1,JUST_RENOVATED,flat_studio,333,0,0,1,residential_monthly_rent
1,2,2002,Brugge,0,0,127,INSTALLED,115,Brugge,85,3,B,8000,1095,11287671,West Flanders,Flanders,1,0,GOOD,apartment,333,0,1,2,residential_monthly_rent
1,1,2002,Soignies,0,0,127,INSTALLED,75,Écaussinnes,0,2,D,7190,700,11287644,Hainaut,Wallonie,5,0,AS_NEW,apartment,333,0,0,1,residential_monthly_rent
1,0,2002,Leuven,0,0,127,INSTALLED,18,Leuven,0,4,B,3001,441,11198267,Flemish Brabant,Flanders,5,0,GOOD,flat_studio,333,0,0,1,residential_monthly_rent
1,0,1970,Leuven,0,0,127,INSTALLED,40,Leuven,0,4,B,3001,713,11198269,Flemish Brabant,Flanders,5,0,GOOD,flat_studio,333,0,0,1,residential_monthly_rent
1,1,2002,Leuven,0,0,127,INSTALLED,50,Leuven Heverlee,0,2,B,3001,845,11198265,Flemish Brabant,Flanders,5,0,GOOD,flat_studio,333,0,1,1,residential_monthly_rent
1,1,2002,Mouscron,0,0,127,INSTALLED,54,Mouscron Dottignies,0,3,B,7711,1450,11198142,Hainaut,Wallonie,5,0,GOOD,house,0,0,1,1,residential_monthly_rent
1,1,2002,Mouscron,0,0,127,INSTALLED,51,Dottignies,0,3,B,7711,1245,11198145,Hainaut,Wallonie,5,0,GOOD,house,0,0,1,1,residential_monthly_rent
1,2,2002,Turnhout,0,0,127,INSTALLED,96,Turnhout,0,3,A,2300,780,11198099,Antwerp,Flanders,5,0,GOOD,apartment,333,0,0,1,residential_monthly_rent
1,3,2021,Liège,0,0,127,INSTALLED,85,Grivegnée,0,2,A,4030,895,11318614,Liège,Wallonie,5,0,GOOD,apartment,333,0,1,0,residential_monthly_rent
1,2,2019,Liège,0,0,127,INSTALLED,90,Rocourt,0,4,B,4000,830,11229567,Liège,Wallonie,4,0,AS_NEW,duplex,333,0,0,1,residential_monthly_rent
1,3,2002,Tournai,0,0,127,SEMI_EQUIPPED,116,TOURNAI,0,3,F,7500,750,11228804,Hainaut,Wallonie,5,1,GOOD,apartment,333,0,0,1,residential_monthly_rent
3,4,2002,Brussels,0,0,127,HYPER_EQUIPPED,282,Ixelles,0,2,D,1050,3800,11228735,Brussels,Brussels,5,3,GOOD,apartment,333,0,0,1,residential_monthly_rent
3,3,2018,Brussels,0,0,127,HYPER_EQUIPPED,210,Bruxelles,330,3,C,1050,3900,11286982,Brussels,Brussels,3,0,GOOD,apartment,333,0,1,1,residential_monthly_rent
3,3,2024,Brussels,0,0,127,INSTALLED,210,Ixelles,0,2,C,1050,3900,11286968,Brussels,Brussels,5,0,JUST_RENOVATED,apartment,333,0,1,1,residential_monthly_rent
1,2,2002,Brussels,0,0,127,INSTALLED,109,Saint-Gilles,120,3,E,1060,1399,11286870,Brussels,Brussels,5,0,AS_NEW,duplex,333,0,1,1,residential_monthly_rent
1,1,1965,Brussels,0,0,127,HYPER_EQUIPPED,50,Uccle,180,2,D,1180,1100,11286811,Brussels,Brussels,5,1,GOOD,apartment,333,0,1,1,residential_monthly_rent
2,3,1900,Brussels,0,0,127,INSTALLED,160,Ixelles,0,2,G,1050,1700,11286788,Brussels,Brussels,5,2,GOOD,duplex,333,0,0,2,residential_monthly_rent
2,4,1969,Aalst,0,0,127,HYPER_EQUIPPED,279,Lede,0,2,D,9340,1000,11198097,East Flanders,Flanders,5,2,JUST_RENOVATED,house,0,0,1,3,residential_monthly_rent
1,1,2021,Brugge,0,0,127,HYPER_EQUIPPED,66,Knokke-Heist,0,2,A,8300,1700,11198029,West Flanders,Flanders,5,0,AS_NEW,duplex,333,0,1,2,residential_monthly_rent
1,1,1968,Brugge,0,0,127,INSTALLED,120,Knokke-Heist,0,3,A,8300,750,11197824,West Flanders,Flanders,7,0,GOOD,apartment,333,0,0,1,residential_monthly_rent
1,2,2002,Tielt,0,0,127,INSTALLED,106,Meulebeke,0,3,B,8760,840,11197671,West Flanders,Flanders,9,0,GOOD,apartment,333,0,0,1,residential_monthly_rent
1,1,2016,Nivelles,0,0,127,INSTALLED,68,Lasne,150,3,B,1380,950,11228623,Walloon Brabant,Wallonie,5,0,AS_NEW,apartment,333,0,0,1,residential_monthly_rent
1,2,2023,Leuven,0,0,127,INSTALLED,91,Tervuren,150,2,B,3080,1390,11228394,Flemish Brabant,Flanders,5,0,AS_NEW,apartment,333,0,1,2,residential_monthly_rent
2,3,2023,Halle-Vilvoorde,0,0,127,HYPER_EQUIPPED,125,Zaventem,200,2,B,1933,1590,11228317,Flemish Brabant,Flanders,5,0,GOOD,duplex,333,0,1,2,residential_monthly_rent
1,2,1980,Oudenaarde,0,0,127,INSTALLED,120,Nederbrakel,125,3,B,9660,625,11228250,East Flanders,Flanders,6,0,GOOD,apartment,333,0,0,1,residential_monthly_rent
2,3,2002,Brugge,0,0,127,INSTALLED,120,Brugge,0,3,C,8000,1700,11228205,West Flanders,Flanders,8,0,GOOD,mansion,131,0,0,3,residential_monthly_rent
1,1,2002,Antwerp,0,0,127,INSTALLED,110,Antwerpen,0,3,A,2000,2400,11286686,Antwerp,Flanders,5,0,AS_NEW,penthouse,333,0,1,1,residential_monthly_rent
2,4,2002,Antwerp,0,0,127,HYPER_EQUIPPED,209,Antwerpen,0,2,C,2000,1950,11286670,Antwerp,Flanders,5,1,GOOD,house,0,0,1,2,residential_monthly_rent
1,3,1971,Brussels,0,0,127,HYPER_EQUIPPED,130,Forest,280,3,D,1190,1450,11286627,Brussels,Brussels,5,0,JUST_RENOVATED,apartment,333,0,1,2,residential_monthly_rent
2,3,2021,Nivelles,0,0,127,INSTALLED,95,Braine-l'Alleud,160,3,A,1420,1440,11286557,Walloon Brabant,Wallonie,5,0,GOOD,apartment,333,0,1,1,residential_monthly_rent
0,2,2002,Brussels,0,0,127,INSTALLED,200,Bruxelles,400,2,B,1000,3750,11228079,Brussels,Brussels,5,2,AS_NEW,apartment,333,0,0,0,residential_monthly_rent
0,2,2002,Brussels,0,0,127,INSTALLED,200,Ixelles,450,2,B,1050,3750,11228078,Brussels,Brussels,5,2,AS_NEW,apartment,333,0,0,0,residential_monthly_rent
1,1,2021,Brugge,0,0,127,INSTALLED,73,Knokke-Zoute,0,2,A,8300,1700,11286397,West Flanders,Flanders,8,1,AS_NEW,apartment,333,0,0,0,residential_monthly_rent
2,2,1970,Brugge,0,0,127,INSTALLED,109,Knokke-Zoute,0,3,B,8300,2650,11286396,West Flanders,Flanders,10,0,GOOD,apartment,333,0,0,0,residential_monthly_rent
1,1,2002,Brussels,0,0,127,USA_HYPER_EQUIPPED,120,Ixelles,0,2,C,1050,1149,11286375,Brussels,Brussels,5,0,AS_NEW,apartment,333,0,1,1,residential_monthly_rent
1,3,2002,Mechelen,0,0,127,INSTALLED,120,Mechelen,0,3,B,2800,1435,11286328,Antwerp,Flanders,12,0,GOOD,house,0,0,0,1,residential_monthly_rent
0,2,2002,Brussels,0,0,127,USA_UNINSTALLED,145,Bruxelles,100,2,B,1000,2850,11286299,Brussels,Brussels,10,2,AS_NEW,ground_floor,333,0,1,1,residential_monthly_rent
1,2,2002,Leuven,0,0,127,INSTALLED,100,Leuven,175,3,B,3000,1175,11286247,Flemish Brabant,Flanders,5,1,GOOD,apartment,333,0,0,1,residential_monthly_rent
1,1,2002,Charleroi,0,0,127,INSTALLED,120,Charleroi,0,2,B,6001,750,11196769,Hainaut,Wallonie,5,0,GOOD,apartment,333,0,0,1,residential_monthly_rent
1,2,2002,Brussels,0,0,127,INSTALLED,225,Ixelles,350,3,G,1050,4200,11196655,Brussels,Brussels,5,1,AS_NEW,penthouse,333,1,1,1,residential_monthly_rent
1,1,2002,Charleroi,0,0,127,INSTALLED,59,Marchienne-au-Pont,80,2,C,6030,640,11317413,Hainaut,Wallonie,5,1,GOOD,apartment,333,0,1,1,residential_monthly_rent
1,1,2002,Gent,0,0,127,INSTALLED,71,Nevele,0,2,A,9850,695,11317386,East Flanders,Flanders,5,0,AS_NEW,apartment,333,0,0,1,residential_monthly_rent
1,2,2015,Antwerp,0,0,127,INSTALLED,123,Edegem,70,3,B,2650,1130,11227976,Antwerp,Flanders,5,0,AS_NEW,apartment,333,0,1,1,residential_monthly_rent
1,1,2023,Namur,0,0,127,INSTALLED,77,Namur,165,3,B,5000,900,11227527,Namur,Wallonie,5,0,GOOD,apartment,333,0,1,1,residential_monthly_rent
1,2,2002,Brussels,0,0,127,INSTALLED,75,Bruxelles,150,2,B,1000,1890,11286119,Brussels,Brussels,5,0,GOOD,apartment,333,0,0,1,residential_monthly_rent
1,1,2021,Liège,0,0,127,USA_INSTALLED,68,Herstal,0,3,C,4040,760,11286111,Liège,Wallonie,5,0,JUST_RENOVATED,apartment,333,0,0,1,residential_monthly_rent
1,2,1930,Brussels,0,0,127,INSTALLED,130,Molenbeek-Saint-Jean,0,2,B,1080,1100,11286097,Brussels,Brussels,6,1,GOOD,apartment,333,0,1,1,residential_monthly_rent
0,0,2002,Leuven,0,0,127,INSTALLED,26,Leuven,90,3,B,3000,710,11285980,Flemish Brabant,Flanders,1,0,GOOD,flat_studio,333,0,0,0,residential_monthly_rent
0,0,2002,Antwerp,0,0,127,INSTALLED,15,Antwerpen (2000),120,3,B,2000,480,11285653,Antwerp,Flanders,1,0,GOOD,kot,333,0,0,0,residential_monthly_rent
0,0,2002,Liège,0,0,127,SEMI_EQUIPPED,38,LIÈGE,100,3,C,4000,550,11285630,Liège,Wallonie,5,1,JUST_RENOVATED,flat_studio,333,0,0,1,residential_monthly_rent
1,2,2023,Turnhout,0,0,127,SEMI_EQUIPPED,70,HERENTALS,50,2,B,2200,870,11285530,Antwerp,Flanders,5,0,GOOD,ground_floor,333,0,1,1,residential_monthly_rent
1,1,2014,Brussels,0,0,127,INSTALLED,62,Woluwe-Saint-Lambert,185,3,B,1200,1050,11285422,Brussels,Brussels,5,1,GOOD,apartment,333,0,1,1,residential_monthly_rent
1,2,2014,Leuven,0,0,127,INSTALLED,115,SCHERPENHEUVEL,85,3,B,3270,980,11285064,Flemish Brabant,Flanders,5,0,GOOD,apartment,333,0,1,2,residential_monthly_rent
1,2,2001,Liège,0,0,127,USA_HYPER_EQUIPPED,110,Liège,300,2,D,4020,1100,11285052,Liège,Wallonie,5,0,AS_NEW,apartment,333,0,1,2,residential_monthly_rent
1,1,2002,Namur,0,1,150,INSTALLED,55,SAINT-SERVAIS,45,2,D,5002,680,11285045,Namur,Wallonie,5,0,GOOD,ground_floor,333,0,1,1,residential_monthly_rent
1,1,2002,Antwerp,0,0,127,INSTALLED,20,Antwerpen,0,2,D,2018,435,11285029,Antwerp,Flanders,5,0,GOOD,kot,333,0,0,1,residential_monthly_rent
1,2,2022,Leuven,0,0,127,HYPER_EQUIPPED,95,Leuven,0,2,B,3000,1700,11195661,Flemish Brabant,Flanders,5,0,AS_NEW,apartment,333,0,1,1,residential_monthly_rent
1,2,2002,Charleroi,0,0,127,HYPER_EQUIPPED,85,Fleurus,0,2,C,6220,750,11195418,Hainaut,Wallonie,5,1,AS_NEW,apartment,333,0,0,1,residential_monthly_rent
1,0,1974,Brussels,0,0,127,SEMI_EQUIPPED,33,WOLUWE-SAINT-LAMBERT,125,2,D,1200,825,11284960,Brussels,Brussels,5,0,JUST_RENOVATED,flat_studio,333,0,0,1,residential_monthly_rent
1,1,2002,Liège,0,0,127,INSTALLED,50,Liège,10,4,G,4000,500,11284753,Liège,Wallonie,5,1,AS_NEW,house,0,0,0,1,residential_monthly_rent
1,2,1993,Charleroi,0,0,127,NOT_INSTALLED,90,Manage,0,4,C,7170,800,11284774,Hainaut,Wallonie,5,0,GOOD,apartment,333,0,1,1,residential_monthly_rent
1,2,2014,Leuven,0,0,127,INSTALLED,85,Montaigu,0,3,B,3270,900,11284618,Flemish Brabant,Flanders,5,0,AS_NEW,apartment,333,0,1,1,residential_monthly_rent
1,2,1970,Nivelles,0,1,1,INSTALLED,95,Braine-l'Alleud,35,2,C,1420,1200,11284601,Walloon Brabant,Wallonie,5,0,AS_NEW,ground_floor,333,0,1,1,residential_monthly_rent
1,1,2002,Namur,0,0,127,INSTALLED,40,NAMUR,50,2,D,5000,550,11284549,Namur,Wallonie,5,0,JUST_RENOVATED,apartment,333,0,0,1,residential_monthly_rent
1,3,2002,Brugge,0,0,127,INSTALLED,120,Brugge,50,3,B,8000,825,11194908,West Flanders,Flanders,9,0,GOOD,apartment,333,0,0,0,residential_monthly_rent
1,1,2023,Leuven,0,0,127,INSTALLED,42,Leuven,0,3,B,3000,1050,11194349,Flemish Brabant,Flanders,5,0,AS_NEW,apartment,333,0,0,1,residential_monthly_rent
1,2,2010,Brugge,0,0,127,HYPER_EQUIPPED,85,Knokke-Heist,0,2,A,8300,1600,11194205,West Flanders,Flanders,5,0,AS_NEW,apartment,333,0,1,2,residential_monthly_rent
0,2,2002,Tielt,0,0,127,INSTALLED,88,Dentergem,50,3,C,8720,675,11194143,West Flanders,Flanders,1,0,AS_NEW,apartment,333,0,0,0,residential_monthly_rent
1,1,2002,Liège,0,0,127,INSTALLED,77,LIÈGE,0,2,C,4020,850,11193826,Liège,Wallonie,5,0,JUST_RENOVATED,apartment,333,0,1,1,residential_monthly_rent
1,2,2002,Antwerp,0,0,127,INSTALLED,110,Schoten,70,3,B,2900,1130,11193765,Antwerp,Flanders,5,0,GOOD,apartment,333,0,0,1,residential_monthly_rent
1,2,2002,Liège,0,0,127,USA_HYPER_EQUIPPED,145,Liège,0,2,B,4000,1190,11193596,Liège,Wallonie,2,0,GOOD,duplex,333,0,0,1,residential_monthly_rent
1,5,2002,Brussels,0,0,127,INSTALLED,160,SCHAERBEEK,0,4,D,1030,2500,11193593,Brussels,Brussels,5,1,GOOD,apartment,333,0,0,1,residential_monthly_rent
0,0,2024,Neufchâteau,0,0,127,NOT_INSTALLED,105,LÉGLISE,0,3,B,6860,630,11193186,Luxembourg,Wallonie,5,0,GOOD,other_property,0,0,0,0,residential_monthly_rent
1,3,2000,Brugge,0,0,127,INSTALLED,106,Knokke,0,3,B,8300,1200,11193029,West Flanders,Flanders,1,0,GOOD,town_house,0,0,0,2,residential_monthly_rent
1,2,2006,Arlon,0,0,127,HYPER_EQUIPPED,120,Arlon,20,3,B,6700,1030,11192944,Luxembourg,Wallonie,6,0,AS_NEW,apartment,333,0,1,2,residential_monthly_rent
1,0,2002,Antwerp,0,0,127,INSTALLED,65,Antwerpen,90,3,A,2000,780,11192854,Antwerp,Flanders,5,1,GOOD,flat_studio,333,0,0,1,residential_monthly_rent
1,2,1979,Brussels,0,1,10,HYPER_EQUIPPED,70,Ixelles,180,2,G,1050,1450,11192655,Brussels,Brussels,5,1,GOOD,ground_floor,333,0,1,1,residential_monthly_rent
1,2,2023,Turnhout,0,0,127,HYPER_EQUIPPED,110,Beerse,123,3,A,2340,1150,11192503,Antwerp,Flanders,5,0,GOOD,penthouse,333,0,1,1,residential_monthly_rent
3,3,1890,Brussels,0,0,127,HYPER_EQUIPPED,320,Bruxelles,300,2,C,1000,4500,11192292,Brussels,Brussels,3,0,AS_NEW,apartment,333,0,1,1,residential_monthly_rent
1,3,2002,Aalst,0,0,127,INSTALLED,130,Aalst,0,3,B,9300,1250,11192222,East Flanders,Flanders,5,0,JUST_RENOVATED,apartment,333,0,1,2,residential_monthly_rent
1,1,2002,Marche-en-Famenne,0,0,127,INSTALLED,120,Durbuy,0,3,C,6941,595,11191376,Luxembourg,Wallonie,5,0,GOOD,apartment,333,0,0,1,residential_monthly_rent
1,2,2024,Antwerp,0,0,127,USA_HYPER_EQUIPPED,90,Antwerpen,75,2,A++,2610,1400,11190457,Antwerp,Flanders,5,0,AS_NEW,loft,333,0,1,1,residential_monthly_rent
1,1,2002,Sint-Niklaas,0,0,127,INSTALLED,70,Beveren,0,3,B,9120,950,11190086,East Flanders,Flanders,2,1,AS_NEW,service_flat,333,0,0,2,residential_monthly_rent
1,3,2024,Antwerp,0,0,127,INSTALLED,120,Antwerpen,0,3,A+,2000,2000,11189925,Antwerp,Flanders,3,0,JUST_RENOVATED,apartment,333,0,0,2,residential_monthly_rent
1,1,1991,Brussels,0,0,127,SEMI_EQUIPPED,21,Ixelles,134,3,B,1050,451,11189906,Brussels,Brussels,5,1,GOOD,flat_studio,333,0,0,1,residential_monthly_rent
3,3,2014,Brussels,0,0,127,HYPER_EQUIPPED,340,Uccle,300,3,C,1180,7500,11188965,Brussels,Brussels,3,0,AS_NEW,ground_floor,333,0,1,5,residential_monthly_rent
1,2,2002,Gent,0,0,127,INSTALLED,122,Deinze,0,3,D,9800,900,11188812,East Flanders,Flanders,5,0,GOOD,apartment,333,0,1,1,residential_monthly_rent
